Timestamp,Temperature,Humidity,WindSpeed,Synthetic Load Demand (kWh)
2024-02-13 21:00:00,-9.85,85,2.57,345.0316643106319
2024-02-13 22:00:00,-10.74,87,0.45,338.4359679495916
2024-02-13 23:00:00,-11.3,87,1.79,336.2139559650626
2024-02-14 00:00:00,-12.25,87,1.34,332.6063896659193
2024-02-14 01:00:00,-12.76,87,1.79,333.1324583977068
2024-02-14 02:00:00,-12.6,85,2.24,340.01511629090294
2024-02-14 03:00:00,-12.74,84,3.13,346.7992423951521
2024-02-14 04:00:00,-13.18,83,2.68,352.4817715880946
2024-02-14 05:00:00,-12.54,80,4.02,364.56248133659926
2024-02-14 06:00:00,-13.0,80,3.58,372.41332273844097
2024-02-14 07:00:00,-13.42,79,4.02,386.70948543282714
2024-02-14 08:00:00,-11.7,76,3.13,387.30012164512885
2024-02-14 09:00:00,-8.85,70,3.58,427.9724008814685
2024-02-14 10:00:00,-6.92,66,3.58,426.19288369999316
2024-02-14 11:00:00,-5.41,64,3.58,421.1346680788085
2024-02-14 12:00:00,-4.59,59,4.92,448.78694550361695
2024-02-14 13:00:00,-4.29,51,4.92,412.703046055265
2024-02-14 14:00:00,-4.92,61,2.68,410.1595916901785
2024-02-14 15:00:00,-5.67,73,7.2,407.71488408667
2024-02-14 16:00:00,-6.71,73,5.66,396.9882105319567
2024-02-14 17:00:00,-8.28,78,6.69,377.1575531108194
2024-02-14 18:00:00,-8.85,86,0.67,364.0526543219036
2024-02-14 19:00:00,-9.53,80,0.89,353.772467849575
2024-02-14 20:00:00,-9.85,82,0.45,345.31736291355384
2024-02-14 21:00:00,-10.26,85,4.63,338.99329009849095
2024-02-14 22:00:00,-10.59,83,5.14,333.1415548080801
2024-02-14 23:00:00,-10.95,84,1.25,330.4838731138002
2024-02-15 00:00:00,-13.74,87,1.01,322.5028543297384
2024-02-15 01:00:00,-12.82,85,4.63,328.90974370298903
2024-02-15 02:00:00,-12.86,90,5.14,336.40485843702476
2024-02-15 03:00:00,-12.98,87,1.65,342.27143434943736
2024-02-15 04:00:00,-13.95,87,2.0,346.4411470525846
2024-02-15 05:00:00,-12.28,86,3.6,363.0139407904949
2024-02-15 06:00:00,-12.71,85,3.6,370.63952656996696
2024-02-15 07:00:00,-13.03,93,2.05,375.1187423440528
2024-02-15 08:00:00,-12.9,86,2.13,420.6650963953796
2024-02-15 09:00:00,-10.63,82,1.34,410.1754464107383
2024-02-15 10:00:00,-9.03,78,1.34,402.3488894827614
2024-02-15 11:00:00,-7.93,73,1.79,405.64968366474983
2024-02-15 12:00:00,-7.38,67,1.34,400.3287089475728
2024-02-15 13:00:00,-7.5,66,1.34,385.87630822032
2024-02-15 14:00:00,-7.16,64,1.34,406.8823385631797
2024-02-15 15:00:00,-7.16,64,1.34,381.919318905246
2024-02-15 16:00:00,-8.0,67,0.89,382.77904370739304
2024-02-15 17:00:00,-13.32,93,0.87,319.3026490174687
2024-02-15 18:00:00,-13.96,80,1.23,341.1278324252542
2024-02-15 19:00:00,-14.76,83,1.59,331.2711346045334
2024-02-15 20:00:00,-14.78,84,1.82,322.37449860605795
2024-02-15 21:00:00,-14.37,82,2.68,318.228239324145
2024-02-15 22:00:00,-15.02,83,3.58,313.54260052665853
2024-02-15 23:00:00,-15.26,81,2.68,310.41431922408066
2024-02-16 00:00:00,-15.85,79,3.13,308.6610794179994
2024-02-16 01:00:00,-15.55,80,3.13,312.47512655155555
2024-02-16 02:00:00,-15.5,78,3.58,317.75081984953454
2024-02-16 03:00:00,-15.44,77,3.58,326.4263070196468
2024-02-16 04:00:00,-15.16,75,4.02,334.4233350067883
2024-02-16 05:00:00,-15.07,74,3.58,343.9163262714692
2024-02-16 06:00:00,-15.34,73,4.02,352.1534228448017
2024-02-16 07:00:00,-14.99,72,4.92,386.2568868330366
2024-02-16 08:00:00,-12.11,67,4.02,384.2822904695604
2024-02-16 09:00:00,-8.87,56,0.89,404.94510559490317
2024-02-16 10:00:00,-6.52,52,4.92,391.60699971924697
2024-02-16 11:00:00,-3.83,46,4.47,402.70024594230165
2024-02-16 12:00:00,-1.5,41,3.58,416.31709145011456
2024-02-16 13:00:00,-0.53,40,2.24,392.414771402041
2024-02-16 14:00:00,0.56,36,1.79,392.36179977665483
2024-02-16 15:00:00,-0.98,80,1.78,422.66118710718644
2024-02-16 16:00:00,-3.02,85,1.67,383.5361565481102
2024-02-16 17:00:00,-6.83,85,1.73,380.35899745063756
2024-02-16 18:00:00,-7.48,86,1.87,363.5839759050446
2024-02-16 19:00:00,-9.09,86,2.05,349.68218050876834
2024-02-16 20:00:00,-10.42,87,2.32,336.02636770217316
2024-02-16 21:00:00,-8.46,69,0.45,329.1110536974822
2024-02-16 22:00:00,-8.15,66,4.02,327.83947946748765
2024-02-16 23:00:00,-7.91,64,3.58,324.59491671002587
2024-02-17 00:00:00,-8.54,69,3.58,260.2031816216197
2024-02-17 01:00:00,-8.7,69,3.58,253.07193725389084
2024-02-17 02:00:00,-9.36,71,2.68,246.9706335189058
2024-02-17 03:00:00,-10.7,75,3.39,242.32439118915104
2024-02-17 04:00:00,-11.25,75,3.49,241.67939413120266
2024-02-17 05:00:00,-10.0,72,4.02,248.24089419511478
2024-02-17 06:00:00,-9.31,71,4.92,256.32674759106925
2024-02-17 07:00:00,-9.8,70,4.92,263.0481815099514
2024-02-17 08:00:00,-7.91,65,5.36,277.0796286208198
2024-02-17 09:00:00,-3.92,54,4.47,296.2493112668969
2024-02-17 10:00:00,-1.39,47,4.02,312.4478369446305
2024-02-17 11:00:00,0.4,44,2.68,326.9530431410887
2024-02-17 12:00:00,2.64,40,1.34,341.10817928537307
2024-02-17 13:00:00,3.75,34,0.45,349.43243691972276
2024-02-17 14:00:00,4.66,40,1.38,359.50502181672357
2024-02-17 15:00:00,0.88,84,1.37,361.74421773883694
2024-02-17 16:00:00,2.2,41,4.12,351.9588917089739
2024-02-17 17:00:00,-0.38,86,1.6,353.35464356514376
2024-02-17 18:00:00,-6.37,88,1.58,329.88417233911554
2024-02-17 19:00:00,-6.46,64,1.95,313.9221692111182
2024-02-17 20:00:00,-6.0,69,2.11,306.4611914424929
2024-02-17 21:00:00,-6.66,69,2.24,293.44708193045165
2024-02-17 22:00:00,-7.51,71,3.13,280.4073610510703
2024-02-17 23:00:00,-8.88,74,2.03,266.71014506040717
2024-02-18 00:00:00,-6.68,68,2.45,262.2242245218206
2024-02-18 01:00:00,-8.24,75,2.62,252.55134628572546
2024-02-18 02:00:00,-8.29,69,2.67,245.94591616831121
2024-02-18 03:00:00,-9.41,72,3.15,241.64033732531612
2024-02-18 04:00:00,-8.69,68,2.97,243.5158604181897
2024-02-18 05:00:00,-9.23,71,2.91,246.58887496298257
2024-02-18 06:00:00,-9.6,76,3.05,253.30208611926926
2024-02-18 07:00:00,-10.72,76,2.87,258.4753332658269
2024-02-18 08:00:00,-8.49,74,3.02,274.3576140444938
2024-02-18 09:00:00,-2.67,50,5.36,295.22877310387474
2024-02-18 10:00:00,-0.31,46,4.02,312.9774781356659
2024-02-18 11:00:00,2.32,39,2.68,327.5532891182405
2024-02-18 12:00:00,4.23,34,4.47,340.6117631465382
2024-02-18 13:00:00,4.64,35,2.82,348.90189093916246
2024-02-18 14:00:00,2.42,77,2.54,359.0737144456384
2024-02-18 15:00:00,2.41,43,2.15,350.78351145367486
2024-02-18 16:00:00,1.42,38,3.09,344.0362343186671
2024-02-18 17:00:00,-2.36,87,1.95,344.38628004022274
2024-02-18 18:00:00,-5.72,89,2.38,327.38052747095037
2024-02-18 19:00:00,-4.18,60,2.41,315.90513999195736
2024-02-18 20:00:00,-4.78,64,2.47,305.06683913216773
2024-02-18 21:00:00,-5.32,67,0.89,293.1946609347409
2024-02-18 22:00:00,-5.66,69,2.68,281.6853233707337
2024-02-18 23:00:00,-7.29,70,2.44,212.485575878349
2024-02-19 00:00:00,-6.03,69,2.24,261.0619784913933
2024-02-19 01:00:00,-7.67,74,2.24,326.7733941843893
2024-02-19 02:00:00,-7.8,71,2.31,329.8052024609819
2024-02-19 03:00:00,-8.06,73,3.13,337.2552266183225
2024-02-19 04:00:00,-8.42,73,1.34,343.526714518526
2024-02-19 05:00:00,-8.17,71,2.24,354.5415381836992
2024-02-19 06:00:00,-8.5,72,1.34,364.4290062209412
2024-02-19 07:00:00,-8.68,75,1.34,374.98002789514646
2024-02-19 08:00:00,-6.67,72,1.79,393.6955930148338
2024-02-19 09:00:00,0.08,55,0.89,419.02585552437824
2024-02-19 10:00:00,1.6,57,2.68,428.9730533386364
2024-02-19 11:00:00,-0.1,70,1.34,418.8423316517988
2024-02-19 12:00:00,0.96,73,1.56,428.40245942338646
2024-02-19 13:00:00,2.16,54,1.51,408.5772693859614
2024-02-19 14:00:00,0.7,83,1.31,431.8879085303679
2024-02-19 15:00:00,2.2,55,4.12,406.0173479918762
2024-02-19 16:00:00,-3.49,91,1.78,374.46601703953905
2024-02-19 17:00:00,-4.17,93,1.32,394.2906563955733
2024-02-19 18:00:00,-4.88,74,1.45,380.9442802895179
2024-02-19 19:00:00,-3.95,78,1.27,351.0519488591075
2024-02-19 20:00:00,-4.5,80,1.54,340.60721443510556
2024-02-19 21:00:00,-4.27,77,0.45,335.33783038328755
2024-02-19 22:00:00,-4.89,78,3.58,328.485248736008
2024-02-19 23:00:00,-4.57,78,1.34,328.05350123132405
2024-02-20 00:00:00,-4.49,78,1.79,330.69051871047515
2024-02-20 01:00:00,-4.07,74,1.79,334.3484550327803
2024-02-20 02:00:00,-4.15,79,1.79,341.683688173474
2024-02-20 03:00:00,-3.54,78,1.79,353.5856618689277
2024-02-20 04:00:00,-3.57,79,2.68,360.3749528419387
2024-02-20 05:00:00,-3.48,77,2.68,369.5446704599829
2024-02-20 06:00:00,-3.69,79,3.58,380.34519321399415
2024-02-20 07:00:00,-3.31,83,3.58,390.875750006018
2024-02-20 08:00:00,1.39,65,5.66,405.5354704763701
2024-02-20 09:00:00,-1.27,79,1.52,422.27137314377114
2024-02-20 10:00:00,-0.16,83,1.67,402.2621811542399
2024-02-20 11:00:00,3.09,85,1.37,436.51060854406853
2024-02-20 12:00:00,3.05,85,1.11,439.74111824745484
2024-02-20 13:00:00,5.01,60,0.9,427.7662510234755
2024-02-20 14:00:00,1.51,90,0.9,429.4883440635723
2024-02-20 15:00:00,-0.41,93,0.53,394.99074191326406
2024-02-20 16:00:00,-2.76,94,0.33,409.06128746005635
2024-02-20 17:00:00,2.2,60,2.06,373.3988095687987
2024-02-20 18:00:00,-0.7,96,1.16,384.15649850171457
2024-02-20 19:00:00,-1.83,79,1.72,354.94334686424844
2024-02-20 20:00:00,-1.48,81,0.89,348.92161335591913
2024-02-20 21:00:00,-1.52,80,0.45,342.2285628455262
2024-02-20 22:00:00,-1.04,80,2.68,338.96246101248397
2024-02-20 23:00:00,-3.71,93,2.29,333.71241573491284
2024-02-21 00:00:00,-3.92,92,2.19,333.68917068462065
2024-02-21 01:00:00,-3.84,92,2.23,338.78407272694466
2024-02-21 02:00:00,-3.9,93,2.2,343.52695354982893
2024-02-21 03:00:00,-4.61,93,2.32,348.57811810086093
2024-02-21 04:00:00,-4.24,76,2.24,352.64534989156334
2024-02-21 05:00:00,-4.53,80,2.12,362.6119339073265
2024-02-21 06:00:00,-4.27,78,0.45,373.5152472404603
2024-02-21 07:00:00,-2.61,77,1.34,390.577825164549
2024-02-21 08:00:00,-0.98,75,2.24,398.6110686887439
2024-02-21 09:00:00,1.75,66,1.79,397.71638581154394
2024-02-21 10:00:00,3.06,62,0.89,408.19939788982873
2024-02-21 11:00:00,3.49,57,0.89,443.0034805272739
2024-02-21 12:00:00,3.07,59,1.89,432.32360146786584
2024-02-21 13:00:00,3.3,59,1.79,395.2754157899423
2024-02-21 14:00:00,3.61,43,0.45,411.0202456092827
2024-02-21 15:00:00,0.15,93,1.43,392.95134594390686
2024-02-21 16:00:00,1.32,60,5.14,388.3014409474476
2024-02-21 17:00:00,-2.66,95,1.73,383.7077108185483
2024-02-21 18:00:00,-1.13,68,2.08,347.7354780907982
2024-02-21 19:00:00,-2.22,71,2.48,346.54681880294646
2024-02-21 20:00:00,-2.03,72,2.68,339.64597182358096
2024-02-21 21:00:00,-0.83,67,3.13,336.0661655318223
2024-02-21 22:00:00,-2.3,72,3.13,327.3951731243762
2024-02-21 23:00:00,-2.07,72,3.13,327.99229345621757
2024-02-22 00:00:00,-2.03,71,2.68,330.0736223641736
2024-02-22 01:00:00,-2.82,71,2.24,328.34215002869274
2024-02-22 02:00:00,-2.69,72,2.68,336.2334760954167
2024-02-22 03:00:00,-3.28,73,1.34,339.57571586001393
2024-02-22 04:00:00,-3.65,74,2.68,350.0132949367446
2024-02-22 05:00:00,-3.7,75,3.58,359.8276598142068
2024-02-22 06:00:00,-3.29,73,3.13,370.1423075703715
2024-02-22 07:00:00,-1.32,69,3.13,384.76675098947123
2024-02-22 08:00:00,0.89,64,3.13,375.582417020483
2024-02-22 09:00:00,3.3,58,2.68,410.9904373457825
2024-02-22 10:00:00,2.06,78,2.87,416.1486762997796
2024-02-22 11:00:00,4.28,81,2.61,415.5035187415146
2024-02-22 12:00:00,4.84,81,2.52,417.2977532728682
2024-02-22 13:00:00,3.66,82,2.46,423.9865845728079
2024-02-22 14:00:00,3.1,82,2.59,409.7457648474436
2024-02-22 15:00:00,1.82,81,2.93,397.9951721815066
2024-02-22 16:00:00,3.19,82,2.99,388.0363048288351
2024-02-22 17:00:00,0.4,81,3.32,363.9967277625322
2024-02-22 18:00:00,1.77,63,2.68,360.96960186692104
2024-02-22 19:00:00,0.89,64,2.68,352.52311304416315
2024-02-22 20:00:00,-2.29,80,3.52,337.65156858288407
2024-02-22 21:00:00,-2.92,80,3.59,329.2156631525288
2024-02-22 22:00:00,-3.17,81,3.61,324.74501736958905
2024-02-22 23:00:00,2.17,50,6.69,331.6314138237797
2024-02-23 00:00:00,-2.94,82,3.33,325.5996241952386
2024-02-23 01:00:00,-4.59,83,3.25,323.554852889524
2024-02-23 02:00:00,-3.49,84,3.25,333.73949336895726
2024-02-23 03:00:00,-2.42,68,3.33,338.23906083613474
2024-02-23 04:00:00,-2.97,68,3.5,346.3793146634735
2024-02-23 05:00:00,-2.97,68,3.82,355.981040424958
2024-02-23 06:00:00,-2.42,66,3.75,368.0446791777183
2024-02-23 07:00:00,-0.83,61,3.6,373.64435575280703
2024-02-23 08:00:00,-1.83,74,3.53,399.3401932656595
2024-02-23 09:00:00,1.51,72,3.32,402.0209353633447
2024-02-23 10:00:00,3.17,75,3.28,416.38369489732196
2024-02-23 11:00:00,4.84,77,2.83,420.6415613149528
2024-02-23 12:00:00,4.18,76,2.9,416.4365502391455
2024-02-23 13:00:00,8.97,74,3.48,446.21585781196893
2024-02-23 14:00:00,4.12,70,3.63,410.07309235607465
2024-02-23 15:00:00,2.91,67,4.12,388.1642276504747
2024-02-23 16:00:00,0.95,69,4.91,358.0195468408562
2024-02-23 17:00:00,1.51,64,6.32,362.96504320579214
2024-02-23 18:00:00,2.01,66,5.93,370.12937547735964
2024-02-23 19:00:00,1.51,67,5.2,350.9014863832241
2024-02-23 20:00:00,4.31,65,4.52,352.3578497191551
2024-02-23 21:00:00,3.64,50,1.79,338.15554721567497
2024-02-23 22:00:00,2.81,51,3.13,330.447525592228
2024-02-23 23:00:00,2.84,51,0.89,331.92464173619965
2024-02-24 00:00:00,1.82,54,4.91,262.63031504792065
2024-02-24 01:00:00,0.75,59,0.89,254.13796145567224
2024-02-24 02:00:00,1.22,56,3.6,250.06688945684732
2024-02-24 03:00:00,-0.74,61,3.41,243.8860609694199
2024-02-24 04:00:00,-1.68,80,11.32,248.0356056410028
2024-02-24 05:00:00,-2.22,79,2.24,249.52684659334008
2024-02-24 06:00:00,-2.55,78,5.14,254.76404386478646
2024-02-24 07:00:00,-2.53,76,2.68,262.58145124105243
2024-02-24 08:00:00,-2.89,78,2.24,272.0825320858229
2024-02-24 09:00:00,-3.8,79,9.77,280.9170471698185
2024-02-24 10:00:00,-3.61,79,4.63,292.13866339741975
2024-02-24 11:00:00,-3.21,78,5.66,303.31874688552836
2024-02-24 12:00:00,-3.03,76,4.12,312.0746777009676
2024-02-24 13:00:00,-1.84,67,3.09,319.77459336979706
2024-02-24 14:00:00,-1.92,67,0.89,323.87922203405657
2024-02-24 15:00:00,-2.31,68,1.79,325.96214766684454
2024-02-24 16:00:00,-2.78,70,1.79,322.73909337104226
2024-02-24 17:00:00,-3.28,72,1.79,317.82029235559094
2024-02-24 18:00:00,-3.44,74,1.34,311.3153308190914
2024-02-24 19:00:00,-3.47,76,1.79,303.11987196689705
2024-02-24 20:00:00,-3.59,77,1.79,292.8225433413127
2024-02-24 21:00:00,-3.8,76,1.34,280.82166174210823
2024-02-24 22:00:00,-3.85,75,0.89,269.1948146184974
2024-02-24 23:00:00,-3.81,76,0.89,259.09473344444075
2024-02-25 00:00:00,-3.85,78,1.79,250.46522612211112
2024-02-25 01:00:00,-4.08,78,1.34,242.61854020957404
2024-02-25 02:00:00,-4.89,78,0.89,235.54650677720232
2024-02-25 03:00:00,-5.7,79,1.34,231.58278290616988
2024-02-25 04:00:00,-6.07,81,0.89,232.04274981650127
2024-02-25 05:00:00,-6.05,83,1.34,236.50229499910958
2024-02-25 06:00:00,-6.11,84,1.34,242.97022754104464
2024-02-25 07:00:00,-5.76,84,1.34,252.45289137589114
2024-02-25 08:00:00,-4.75,81,0.89,264.48874983038087
2024-02-25 09:00:00,-3.03,75,1.34,278.5994698966731
2024-02-25 10:00:00,-1.76,71,1.34,292.05278240341823
2024-02-25 11:00:00,-0.88,70,0.89,304.5615917779202
2024-02-25 12:00:00,0.36,68,0.89,316.48033475220836
2024-02-25 13:00:00,1.39,66,0.89,325.805292882663
2024-02-25 14:00:00,1.91,68,0.45,332.32689314421975
2024-02-25 15:00:00,2.65,65,0.45,335.2817464141965
2024-02-25 16:00:00,3.76,64,1.34,337.0425152084727
2024-02-25 17:00:00,3.83,66,0.45,333.7429616561885
2024-02-25 18:00:00,3.23,71,3.13,326.9863173330058
2024-02-25 19:00:00,2.35,76,0.89,317.0639644733587
2024-02-25 20:00:00,1.75,77,2.57,305.4553498830657
2024-02-25 21:00:00,-1.93,83,6.69,285.620128610622
2024-02-25 22:00:00,-3.49,90,4.92,271.8672919613633
2024-02-25 23:00:00,-3.76,93,10.8,208.51677219551638
2024-02-26 00:00:00,-7.58,82,7.15,237.0435168843713
2024-02-26 01:00:00,-9.16,80,11.32,295.0263731202923
2024-02-26 02:00:00,-10.81,80,9.77,292.3407012158263
2024-02-26 03:00:00,-12.36,82,4.92,297.21032145727787
2024-02-26 04:00:00,-13.2,80,11.32,301.5355344871112
2024-02-26 05:00:00,-14.09,79,9.26,308.61887715558294
2024-02-26 06:00:00,-14.78,79,8.75,315.67515111156547
2024-02-26 07:00:00,-15.71,78,3.13,320.52110194317066
2024-02-26 08:00:00,-15.09,77,4.02,343.45251369049697
2024-02-26 09:00:00,-15.31,75,3.58,339.24738596513464
2024-02-26 10:00:00,-15.1,73,5.66,338.1740275373951
2024-02-26 11:00:00,-14.61,71,3.13,340.2106810515172
2024-02-26 12:00:00,-14.62,71,6.69,335.3223770958468
2024-02-26 13:00:00,-15.23,71,2.24,321.6506918365195
2024-02-26 14:00:00,-16.0,72,1.79,333.6657923041928
2024-02-26 15:00:00,-17.22,74,1.79,323.2229083213477
2024-02-26 16:00:00,-18.25,76,0.89,320.62031696599854
2024-02-26 17:00:00,-18.8,77,3.09,282.55257915424045
2024-02-26 18:00:00,-19.0,75,0.89,274.7095510091657
2024-02-26 19:00:00,-19.28,78,1.79,266.82164691130515
2024-02-26 20:00:00,-19.64,78,5.66,257.80255120571854
2024-02-26 21:00:00,-19.62,77,1.34,253.54483607890336
2024-02-26 22:00:00,-19.72,77,1.34,248.06162986825603
2024-02-26 23:00:00,-19.91,78,0.89,246.27874538931678
2024-02-27 00:00:00,-19.82,81,1.34,250.07490320225557
2024-02-27 01:00:00,-19.86,80,1.34,253.18258765109596
2024-02-27 02:00:00,-20.23,80,1.34,256.4638623846088
2024-02-27 03:00:00,-20.28,80,2.7,264.0185387520876
2024-02-27 04:00:00,-20.74,77,5.14,270.3395802555607
2024-02-27 05:00:00,-20.72,77,2.57,279.8582443950594
2024-02-27 06:00:00,-20.07,78,0.89,292.0861763007834
2024-02-27 07:00:00,-18.88,74,0.45,288.10995962584747
2024-02-27 08:00:00,-17.69,71,0.89,323.2763375938086
2024-02-27 09:00:00,-16.81,68,0.89,314.2535297460255
2024-02-27 10:00:00,-16.06,68,1.34,333.96360453105666
2024-02-27 11:00:00,-15.8,66,0.89,330.44546859170623
2024-02-27 12:00:00,-15.83,67,1.34,352.33701647424243
2024-02-27 13:00:00,-15.76,66,1.79,328.95332392102455
2024-02-27 14:00:00,-16.32,67,1.79,302.96869619930067
2024-02-27 15:00:00,-17.3,70,2.24,304.70627175202674
2024-02-27 16:00:00,-18.15,73,1.79,300.7298001369579
2024-02-27 17:00:00,-18.55,74,1.79,278.8403410150061
2024-02-27 18:00:00,-18.88,75,0.89,280.1862596651407
2024-02-27 19:00:00,-18.82,77,1.34,265.8749568198893
2024-02-27 20:00:00,-18.83,77,0.89,257.8722055727006
2024-02-27 21:00:00,-18.33,78,1.34,253.95736793964647
2024-02-27 22:00:00,-18.13,78,1.34,250.78291153570478
2024-02-27 23:00:00,-18.13,78,0.89,249.33261347612876
2024-02-28 00:00:00,-17.88,79,0.89,250.53651126338056
2024-02-28 01:00:00,-17.49,79,0.45,259.18758180191236
2024-02-28 02:00:00,-16.91,80,0.45,263.8683535978324
2024-02-28 03:00:00,-15.94,79,0.45,275.90439001465137
2024-02-28 04:00:00,-15.76,79,1.34,285.5556489738346
2024-02-28 05:00:00,-14.71,78,1.67,298.63791964451593
2024-02-28 06:00:00,-13.45,77,1.89,312.4775421082357
2024-02-28 07:00:00,-11.26,74,1.9,352.54309954700835
2024-02-28 08:00:00,-7.71,64,0.45,362.11610437484376
2024-02-28 09:00:00,-3.75,59,1.96,350.32894217835434
2024-02-28 10:00:00,-1.14,59,0.45,382.75244860926875
2024-02-28 11:00:00,-0.07,58,2.01,381.45889324027564
2024-02-28 12:00:00,0.55,73,3.19,386.6086419094972
2024-02-28 13:00:00,3.68,82,2.7,384.0019045300727
2024-02-28 14:00:00,-3.51,90,1.73,393.3772855512122
2024-02-28 15:00:00,-6.27,94,0.62,373.15441650856695
2024-02-28 16:00:00,-1.49,94,0.93,351.0316373413824
2024-02-28 17:00:00,-6.86,91,1.92,346.04744290113337
2024-02-28 18:00:00,-2.21,83,2.5,346.56704981231644
2024-02-28 19:00:00,-0.83,69,0.45,325.02931706857055
2024-02-28 20:00:00,1.89,62,1.34,325.7089209423696
2024-02-28 21:00:00,3.02,61,3.13,322.2322986327974
2024-02-28 22:00:00,2.67,62,2.24,317.3725904112556
2024-02-28 23:00:00,2.96,63,3.13,316.21503631824476
2024-02-29 00:00:00,3.41,61,1.34,318.1645067230254
2024-02-29 01:00:00,3.05,63,1.79,322.4497857472576
2024-02-29 02:00:00,3.3,63,1.79,329.2091494407199
2024-02-29 03:00:00,3.75,64,3.58,338.98287759620143
2024-02-29 04:00:00,4.58,65,4.02,352.55252022958615
2024-02-29 05:00:00,3.89,68,2.24,358.21384258704825
2024-02-29 06:00:00,6.06,63,4.47,375.2480745747664
2024-02-29 07:00:00,7.23,61,4.92,403.51299422035805
2024-02-29 08:00:00,8.46,56,4.47,404.10777577830004
2024-02-29 09:00:00,8.65,57,4.47,400.1028682729443
2024-02-29 10:00:00,8.92,52,4.47,411.3825928420385
2024-02-29 11:00:00,3.06,55,1.34,396.97118145833116
2024-02-29 12:00:00,-3.78,69,4.92,385.6866303059594
2024-02-29 13:00:00,-4.97,74,4.92,347.7622606958591
2024-02-29 14:00:00,-5.65,79,5.66,364.0724798329256
2024-02-29 15:00:00,-6.97,87,4.12,348.0966212440325
2024-02-29 16:00:00,-7.91,85,5.14,344.49899362193736
2024-02-29 17:00:00,-9.01,83,5.14,306.8595677569579
2024-02-29 18:00:00,-8.97,84,3.58,307.0973799244031
2024-02-29 19:00:00,-8.89,87,3.13,299.2407761238879
2024-02-29 20:00:00,-8.63,87,1.79,290.9646649976245
2024-02-29 21:00:00,-8.53,87,1.34,286.4000385491114
2024-02-29 22:00:00,-9.0,87,0.45,281.95810184511333
2024-02-29 23:00:00,-9.84,87,0.45,276.27850588092224
2024-03-01 00:00:00,-10.14,87,0.45,276.3416430828836
2024-03-01 01:00:00,-10.34,87,0.89,278.0616656758624
2024-03-01 02:00:00,-10.47,86,7.2,284.67567892231415
2024-03-01 03:00:00,-11.14,86,1.34,287.1292308038129
2024-03-01 04:00:00,-11.91,85,1.79,295.37063492563783
2024-03-01 05:00:00,-12.35,86,1.79,303.7520733414189
2024-03-01 06:00:00,-12.34,85,4.63,314.4275613723113
2024-03-01 07:00:00,-11.94,83,6.17,309.65423021831407
2024-03-01 08:00:00,-11.41,82,2.68,325.9524656328403
2024-03-01 09:00:00,-11.37,79,6.17,343.19945028694553
2024-03-01 10:00:00,-10.99,78,7.2,317.60620270949227
2024-03-01 11:00:00,-12.8,85,6.69,343.7919499727169
2024-03-01 12:00:00,-10.06,79,7.72,334.4680070519184
2024-03-01 13:00:00,-10.39,79,6.69,345.0788308512509
2024-03-01 14:00:00,-10.4,79,6.69,344.99492715921554
2024-03-01 15:00:00,-10.79,83,5.66,339.4699544562192
